
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\0CX\0CX02TE\2013-04-16_19-41-47_9999\0CX02TE-2013-04-16_19-41-47_9999-8_99_8.png, Label: 2
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\130\1300439\2013-07-17_09-41-21_7566\1300439-2013-07-17_09-41-21_7566-18_99_18_vertical.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\130\1300439\2013-07-17_09-41-21_7566\1300439-2013-07-17_09-41-21_7566-19_99_19.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\130\1300439\2013-07-17_09-41-21_7566\1300439-2013-07-17_09-41-21_7566-19_99_19_horizontal.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\130\1300439\2013-07-17_09-41-21_7566\1300439-2013-07-17_09-41-21_7566-19_99_19_transpose.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\130\1300439\2013-07-17_09-41-21_7566\1300439-2013-07-17_09-41-21_7566-19_99_19_vertical.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\130\1300439\2013-07-17_09-41-21_7566\1300439-2013-07-17_09-41-21_7566-3_99_3.png, Label: 0
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\130\1300439\2013-07-17_09-41-21_7566\1300439-2013-07-17_09-41-21_7566-3_99_3_horizontal.png, Label: 3
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\130\1300439\2013-07-17_09-41-21_7566\1300439-2013-07-17_09-41-21_7566-3_99_3_transpose.png, Label: 1
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\130\1300439\2013-07-17_09-41-21_7566\1300439-2013-07-17_09-41-21_7566-3_99_3_vertical.png, Label: 4
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-10_7_10.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-10_7_10_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-10_7_10_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-10_7_10_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-11_9_11.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-11_9_11_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-11_9_11_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-11_9_11_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-12_4_12.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-12_4_12_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-12_4_12_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-12_4_12_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-13_14_13.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-13_14_13_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-13_14_13_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-13_14_13_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-14_13_14.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-14_13_14_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-14_13_14_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-14_13_14_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-15_15_15.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-15_15_15_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-15_15_15_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-15_15_15_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-16_19_16.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-16_19_16_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-16_19_16_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-16_19_16_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-17_16_17.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-17_16_17_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-17_16_17_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-17_16_17_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-18_10_18.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-18_10_18_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-18_10_18_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-18_10_18_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-19_8_19.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-19_8_19_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-19_8_19_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-19_8_19_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-1_17_1.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-1_17_1_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-1_17_1_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-1_17_1_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-20_20_20.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-20_20_20_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-20_20_20_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-20_20_20_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-21_21_21.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-21_21_21_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-21_21_21_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-21_21_21_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-22_1_22.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-22_1_22_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-22_1_22_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-22_1_22_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-23_23_23.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-23_23_23_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-23_23_23_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-23_23_23_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-24_2_24.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-24_2_24_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-24_2_24_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-24_2_24_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-25_6_25.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-25_6_25_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-25_6_25_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-25_6_25_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-9_25_9.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-9_25_9_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-9_25_9_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\202\2024924\2012-04-18_13-57-19_8916\202-2024924-9_25_9_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-10_7_10.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-10_7_10_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-10_7_10_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-10_7_10_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-11_9_11.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-11_9_11_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-11_9_11_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-11_9_11_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-12_4_12.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-12_4_12_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-12_4_12_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-12_4_12_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-13_14_13.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-13_14_13_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-13_14_13_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-13_14_13_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-14_13_14.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-14_13_14_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-14_13_14_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-14_13_14_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-15_15_15.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-15_15_15_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-15_15_15_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-15_15_15_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-16_19_16.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-16_19_16_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-16_19_16_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-16_19_16_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-9_25_9.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-9_25_9_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-9_25_9_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\206\2064925\2012-04-25_07-12-25_7103\206-2064925-9_25_9_vertical.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\207\2073347\2012-04-26_12-11-38_6410\207-2073347-10_4_10.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\207\2073347\2012-04-26_12-11-38_6410\207-2073347-10_4_10_horizontal.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\207\2073347\2012-04-26_12-11-38_6410\207-2073347-10_4_10_transpose.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\207\2073347\2012-04-26_12-11-38_6410\207-2073347-10_4_10_vertical.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\207\2073347\2012-04-26_12-11-38_6410\207-2073347-11_1_11.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\207\2073347\2012-04-26_12-11-38_6410\207-2073347-11_1_11_horizontal.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\207\2073347\2012-04-26_12-11-38_6410\207-2073347-11_1_11_transpose.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\207\2073347\2012-04-26_12-11-38_6410\207-2073347-11_1_11_vertical.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\207\2073347\2012-04-26_12-11-38_6410\207-2073347-9_5_9.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\207\2073347\2012-04-26_12-11-38_6410\207-2073347-9_5_9_horizontal.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\207\2073347\2012-04-26_12-11-38_6410\207-2073347-9_5_9_transpose.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\207\2073347\2012-04-26_12-11-38_6410\207-2073347-9_5_9_vertical.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\208\2081873\2012-04-12_10-50-22_8320\208-2081873-10_7_10.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\208\2081873\2012-04-12_10-50-22_8320\208-2081873-10_7_10_horizontal.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\208\2081873\2012-04-12_10-50-22_8320\208-2081873-10_7_10_transpose.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\208\2081873\2012-04-12_10-50-22_8320\208-2081873-10_7_10_vertical.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\208\2081873\2012-04-12_10-50-22_8320\208-2081873-9_25_9.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\208\2081873\2012-04-12_10-50-22_8320\208-2081873-9_25_9_horizontal.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\208\2081873\2012-04-12_10-50-22_8320\208-2081873-9_25_9_transpose.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\208\2081873\2012-04-12_10-50-22_8320\208-2081873-9_25_9_vertical.png, Label: 7
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\208\2087487\2012-06-15_09-59-43_8300\208-2087487-10_7_10.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\208\2087487\2012-06-15_09-59-43_8300\208-2087487-10_7_10_horizontal.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\208\2087487\2012-06-15_09-59-43_8300\208-2087487-10_7_10_transpose.png, Label: 5
file: C:\Users\anne\PycharmProjects\DeepLearning\Project\Data\TIWafer\preprocessed\images\208\2087487\2012-06-15_09-59-43_8300\208-2087487-10_7_10_vertical.png, Label: 5
